,Number,Cost of Funds,Lower Limit,E-car Rate,Competition Rate,Recommended Rate,Loan Amount,Profit
49,110,1.2800000000000002,1.2800000000000002,4.85,4.49,3.4199999999999973,20000.0,22799.99999999994
50,111,1.2199999999999998,1.2199999999999998,4.29,4.09,3.4199999999999955,21000.0,25199.999999999913
51,112,1.8388,1.8388,5.79,5.65,3.8587999999999996,40000.0,40799.999999999985
52,114,1.1399999999999997,1.1399999999999997,6.09,4.49,3.4699999999999926,27999.0,37238.6699999998
53,116,1.6399999999999997,1.6399999999999997,8.55,4.59,3.859999999999995,28000.0,34159.99999999987
54,121,1.1100000000000003,1.1100000000000003,4.89,4.49,3.869999999999984,23793.0,41875.679999999615
55,123,1.12,1.12,4.49,4.25,3.4399999999999933,40600.0,53591.99999999972
56,124,1.7163,1.7163,5.25,4.99,3.9662999999999946,22000.0,27499.999999999884
57,125,1.12,1.12,4.95,4.99,4.589999999999969,22475.0,55513.2499999993
58,126,1.8106,1.8106,4.85,5.24,3.960599999999997,24500.0,28174.99999999992
59,127,1.1,1.1,7.59,4.75,4.48999999999997,50000.0,119499.99999999849
60,134,1.1,1.1,10.29,4.99,3.9699999999999815,26999.99,50489.981299999505
61,135,1.3319,1.3319,4.39,3.99,3.421899999999998,17500.0,19074.999999999964
62,136,1.3181000000000003,1.3181000000000003,7.89,4.99,4.488099999999975,25000.0,54249.999999999374
63,138,1.2462999999999997,1.2462999999999997,5.99,4.75,4.486299999999973,22500.0,50399.9999999994
64,140,1.8330000000000002,1.8330000000000002,8.75,5.09,4.2429999999999914,24999.99,35249.98589999978
65,145,1.1,1.1,7.89,4.39,3.8699999999999837,20000.0,35399.99999999967
66,146,1.7800000000000002,1.7800000000000002,7.89,6.25,6.109999999999951,17000.0,56609.999999999156
67,147,1.1105999999999998,1.1105999999999998,3.99,3.99,3.4605999999999923,22961.0,30997.34999999983
68,148,1.7999999999999998,1.7999999999999998,4.89,4.99,3.969999999999996,21000.0,24569.999999999927
69,149,1.12,1.12,7.99,4.75,3.969999999999982,40000.0,73999.99999999927
70,158,1.3399999999999999,1.3399999999999999,5.15,4.89,3.9699999999999864,20000.0,32599.99999999973
71,162,1.83,1.83,7.89,4.99,4.189999999999992,36000.0,48959.99999999972
72,167,1.2999999999999998,1.2999999999999998,4.49,4.49,3.439999999999997,38900.0,44345.99999999988
73,171,1.3200000000000003,1.3200000000000003,3.89,3.89,3.419999999999998,22200.0,24419.99999999995
74,175,1.1100000000000003,1.1100000000000003,4.89,4.75,4.51999999999997,15500.0,37354.999999999534
75,178,1.3600000000000003,1.3600000000000003,10.85,5.29,5.959999999999945,17999.0,64796.399999999005
76,181,1.3399999999999999,1.3399999999999999,4.85,4.39,3.419999999999998,19995.0,21594.59999999997
77,187,1.12,1.12,7.89,4.25,3.969999999999982,20000.0,36999.999999999636
78,189,1.12,1.12,5.99,4.99,4.07999999999998,33000.0,64679.99999999933
79,194,1.1,1.1,5.79,4.29,3.439999999999993,33500.0,44889.99999999975
80,195,1.3200000000000003,1.3200000000000003,5.15,4.39,4.239999999999981,8500.0,16319.999999999833
81,196,1.6,1.6,6.39,4.59,3.8599999999999945,38000.0,47879.999999999796
82,198,1.1100000000000003,1.1100000000000003,4.25,4.25,3.8599999999999843,21800.0,38149.99999999965
83,199,1.8049999999999997,1.8049999999999997,7.89,5.49,3.8549999999999986,35000.0,36749.999999999956
84,200,1.1,1.1,6.59,3.99,3.4199999999999933,26999.0,35638.67999999982
85,202,1.0925000000000002,1.0925000000000002,5.99,4.79,3.9624999999999817,34362.0,64256.93999999936
86,205,1.12,1.12,5.99,4.99,4.07999999999998,48000.0,94079.99999999901
87,207,1.6,1.6,10.85,4.59,4.239999999999986,18999.0,31158.35999999973
88,214,1.31,1.31,6.99,4.39,3.8599999999999883,29400.0,45569.99999999965
89,220,1.1075,1.1075,5.15,4.09,3.4674999999999923,17500.0,23799.99999999987
90,222,1.0575,1.0575,7.89,4.09,4.00749999999998,28000.0,54599.99999999943
91,223,1.3613,1.3613,10.55,4.49,4.241299999999981,17000.0,31959.99999999968
92,226,1.12,1.12,7.89,4.09,4.07999999999998,15999.99,31359.980399999673
93,229,1.8125,1.8125,7.89,5.49,5.962499999999954,20767.0,65416.04999999904
94,230,1.37,1.37,4.99,4.89,3.419999999999999,20000.0,20999.999999999978
95,232,1.3600000000000003,1.3600000000000003,5.44,5.65,5.199999999999961,29000.0,82359.99999999886
96,234,1.12,1.12,5.19,4.99,3.2999999999999963,30000.0,35399.99999999988
97,236,1.0899999999999999,1.0899999999999999,3.99,3.99,3.419999999999993,22000.0,29259.999999999847
98,238,1.2388,1.2388,3.85,3.85,3.418799999999996,20000.0,23599.99999999992
99,240,1.65,1.65,6.39,4.59,3.8599999999999954,30000.0,36299.99999999987
100,248,1.8399999999999999,1.8399999999999999,7.99,5.49,4.489999999999986,25158.0,41510.69999999965
101,249,1.02,1.02,5.99,4.75,4.0099999999999785,31000.0,61689.99999999933
102,252,1.8025000000000002,1.8025000000000002,4.85,4.99,3.852499999999999,31000.0,32549.999999999964
103,254,1.0925000000000002,1.0925000000000002,5.99,4.79,4.192499999999977,33000.0,69299.99999999923
104,256,1.1,1.1,3.99,3.99,3.4199999999999933,20500.0,27059.99999999986
105,260,1.1,1.1,5.15,3.99,3.4199999999999933,22000.0,29039.999999999847
106,261,1.8288000000000002,1.8288000000000002,5.64,5.75,3.8587999999999996,25000.0,25749.999999999985
107,265,1.12,1.12,5.19,4.99,3.4399999999999933,37751.0,49831.319999999745
108,266,1.3087999999999997,1.3087999999999997,3.99,3.99,3.4187999999999974,25406.0,28200.659999999938
109,269,1.8399999999999999,1.8399999999999999,6.99,4.95,3.8599999999999994,30000.0,30599.999999999985
110,270,1.5625,1.5625,4.49,4.59,3.852499999999994,30500.0,39344.99999999981
111,272,1.1100000000000003,1.1100000000000003,6.29,5.19,3.4399999999999933,52000.0,69159.99999999964
112,274,1.8399999999999999,1.8399999999999999,6.24,6.25,5.289999999999969,29964.0,73411.79999999907
113,275,1.63,1.63,8.75,5.39,5.119999999999968,21000.0,52289.99999999933
114,278,1.1188000000000002,1.1188000000000002,4.95,4.99,4.07879999999998,16000.0,31359.999999999673
115,279,1.8049999999999997,1.8049999999999997,7.89,5.49,3.9649999999999963,25000.0,28999.999999999913
116,280,1.1,1.1,3.99,3.99,3.469999999999992,17523.0,24006.509999999864
117,281,1.12,1.12,4.19,4.19,3.8599999999999843,21408.0,37249.91999999966
118,286,1.63,1.63,8.55,4.59,4.239999999999987,21999.0,35418.389999999716
119,288,1.863,1.863,6.79,5.09,3.962999999999998,37200.0,40919.99999999993
120,294,1.1138,1.1138,4.29,4.09,3.853799999999984,29704.0,51684.959999999526
121,296,1.8113000000000001,1.8113000000000001,4.89,5.49,3.961299999999997,24000.0,27599.99999999992
122,297,1.8113000000000001,1.8113000000000001,6.14,5.49,4.611299999999983,15198.0,27356.39999999974
123,301,1.2525,1.2525,5.19,5.29,3.852499999999987,40000.0,63999.99999999949
124,303,1.38,1.38,7.89,4.89,4.239999999999982,26955.0,50136.29999999951
125,306,1.0899999999999999,1.0899999999999999,8.09,3.99,4.079999999999979,21868.0,43517.31999999954
126,309,1.12,1.12,5.99,5.19,4.07999999999998,24000.0,47039.999999999505
127,311,1.1,1.1,8.69,4.65,5.959999999999939,21999.0,84916.13999999866
128,313,1.12,1.12,5.19,4.99,4.239999999999976,40812.0,86521.43999999903
129,317,1.1013000000000002,1.1013000000000002,7.89,3.49,3.4212999999999933,23972.0,31643.039999999834
130,318,1.8399999999999999,1.8399999999999999,4.39,4.39,3.8599999999999994,28751.0,29326.01999999999
131,321,1.1688,1.1688,6.09,4.49,3.4687999999999937,35240.0,45811.99999999978
132,322,1.4388,1.4388,7.89,4.99,3.858799999999991,25000.0,35499.999999999774
133,323,1.12,1.12,5.49,4.19,3.4399999999999933,37500.0,49499.99999999974
134,324,1.2525,1.2525,8.34,5.29,5.192499999999958,23180.0,68149.19999999904
135,326,1.8125,1.8125,7.89,5.49,5.962499999999954,13000.0,40949.9999999994
136,327,1.12,1.12,5.79,3.75,3.4199999999999937,23000.0,29899.999999999854
137,335,1.7800000000000002,1.7800000000000002,5.85,6.25,5.19999999999997,29087.0,70390.53999999912
138,337,1.8399999999999999,1.8399999999999999,5.49,5.65,3.8599999999999994,55000.0,56099.99999999997
139,338,1.8399999999999999,1.8399999999999999,8.55,4.39,4.079999999999995,19000.0,23559.999999999905
140,339,1.7975000000000003,1.7975000000000003,4.85,5.49,3.857499999999999,27000.0,28619.999999999964
141,341,1.625,1.625,5.39,5.39,3.854999999999995,59999.0,73798.7699999997
142,342,1.8075,1.8075,6.14,5.49,4.187499999999992,30688.0,42349.439999999755
143,345,1.81,1.81,7.99,5.49,4.079999999999995,30000.0,38099.99999999984
144,347,1.42,1.42,10.85,5.29,6.109999999999943,19000.0,70109.99999999891
145,352,1.8399999999999999,1.8399999999999999,5.39,4.79,3.969999999999997,29200.0,32995.99999999992
146,355,1.38,1.38,5.64,5.75,5.199999999999961,20663.0,58269.6599999992
147,360,1.31,1.31,4.64,3.99,3.4199999999999977,17500.0,19424.999999999956
148,361,1.3399999999999999,1.3399999999999999,5.39,5.65,5.19999999999996,36261.0,103706.45999999857
149,365,1.12,1.12,4.19,4.19,3.4399999999999933,39900.0,52667.99999999972
150,367,1.8200000000000003,1.8200000000000003,4.89,5.49,4.879999999999978,15353.0,31627.17999999965
151,368,1.38,1.38,7.89,5.65,5.199999999999961,30000.0,84599.99999999884
152,372,1.8200000000000003,1.8200000000000003,4.89,5.49,3.8599999999999994,46000.0,47839.999999999956
153,373,1.8200000000000003,1.8200000000000003,4.89,5.24,3.869999999999999,24000.0,25199.99999999997
154,374,1.1124999999999998,1.1124999999999998,3.99,3.99,3.422499999999993,24950.0,32684.499999999833
155,376,1.1037999999999997,1.1037999999999997,4.35,3.79,3.463799999999992,31155.0,42370.799999999756
156,378,1.38,1.38,5.39,5.65,5.199999999999961,40524.0,114277.67999999842
157,380,1.8325,1.8325,4.48,4.99,4.472499999999986,20492.0,33606.87999999971
158,381,1.6,1.6,8.55,4.59,4.479999999999981,20875.0,39244.9999999996
159,382,1.3188,1.3188,4.29,4.29,3.968799999999986,23722.0,39141.29999999967
160,388,1.7800000000000002,1.7800000000000002,7.89,5.49,5.959999999999954,24153.0,76806.53999999887
161,389,1.1,1.1,4.29,4.29,3.299999999999996,30000.0,35999.99999999987
162,391,1.1193999999999997,1.1193999999999997,7.89,4.49,3.9693999999999816,25980.0,48062.999999999534
163,393,1.42,1.42,4.69,4.99,3.8599999999999905,26111.0,37599.83999999976
164,395,1.8113000000000001,1.8113000000000001,4.73,4.75,3.8113,22000.0,22000.0
165,397,1.8200000000000003,1.8200000000000003,5.98,4.99,3.969999999999997,25000.0,28749.99999999992
166,398,1.8399999999999999,1.8399999999999999,7.99,6.25,5.22999999999997,51273.0,122542.46999999849
167,399,2.101,2.101,5.09,5.15,4.240999999999997,56000.0,63839.99999999984
168,400,1.1,1.1,3.99,3.99,3.4199999999999933,18000.0,23759.999999999876
169,403,1.1543999999999999,1.1543999999999999,8.39,5.19,5.96439999999994,14999.99,57149.9618999991
170,407,1.7975000000000003,1.7975000000000003,6.14,5.49,5.957499999999954,20472.0,64691.51999999906
171,408,1.3200000000000003,1.3200000000000003,5.99,4.99,3.469999999999997,41000.0,47149.99999999987
172,409,1.8113000000000001,1.8113000000000001,4.85,5.49,3.8113,28000.0,28000.0
173,410,1.2838000000000003,1.2838000000000003,5.15,3.99,3.4237999999999973,17500.0,19949.99999999995
174,413,1.12,1.12,7.69,3.69,4.07999999999998,16000.0,31359.999999999673
175,415,1.1,1.1,7.89,4.75,5.959999999999939,31493.0,121562.97999999809
176,416,1.0438,1.0438,4.29,4.09,4.013799999999979,40000.0,78799.99999999917
177,417,1.3399999999999999,1.3399999999999999,4.85,4.89,3.469999999999997,44246.0,49997.97999999988
178,418,1.1,1.1,7.69,4.19,4.239999999999975,18000.0,38519.999999999556
179,423,1.3399999999999999,1.3399999999999999,5.99,5.65,3.469999999999997,50000.0,56499.999999999854
180,424,1.4500000000000002,1.4500000000000002,8.45,4.49,4.239999999999983,21657.0,38766.029999999635
181,425,1.1100000000000003,1.1100000000000003,5.99,4.75,4.309999999999975,32900.0,72379.99999999916
182,427,1.8200000000000003,1.8200000000000003,6.14,5.49,3.8599999999999994,31000.0,32239.99999999997
183,428,1.7800000000000002,1.7800000000000002,4.85,5.49,3.8599999999999985,29000.0,31319.99999999995
184,434,1.3144,1.3144,5.99,4.99,5.984399999999943,24353.0,89375.50999999861
185,439,2.0869999999999997,2.0869999999999997,11.15,5.09,5.95699999999996,24999.0,71747.129999999
186,446,1.3363,1.3363,5.99,5.39,4.1862999999999815,48000.0,88799.9999999991
187,447,1.38,1.38,5.15,5.65,4.079999999999985,35900.0,61029.99999999946
188,452,1.0899999999999999,1.0899999999999999,8.39,4.79,4.48999999999997,41000.0,98399.99999999878
189,454,1.8113000000000001,1.8113000000000001,6.14,5.49,3.961299999999997,26000.0,29899.99999999992
190,457,1.8200000000000003,1.8200000000000003,5.49,6.25,5.199999999999971,42000.0,99959.99999999878
191,459,1.4175,1.4175,5.19,5.65,5.117499999999964,36000.0,97199.99999999872
192,463,1.8175,1.8175,7.99,5.49,4.487499999999986,25000.0,41749.999999999636
193,464,1.1688,1.1688,5.19,5.19,3.7987999999999866,56995.0,92901.84999999925
194,468,1.3081,1.3081,4.35,4.49,3.4180999999999977,19000.0,21089.999999999956
195,469,1.38,1.38,5.39,5.65,5.199999999999961,30700.0,86573.9999999988
196,470,1.8049999999999997,1.8049999999999997,4.89,5.49,3.9649999999999963,30000.0,34799.9999999999
197,471,1.3068999999999997,1.3068999999999997,7.39,4.49,5.956899999999943,17532.0,63991.79999999901
198,472,1.8375,1.8375,5.39,5.49,3.967499999999997,29183.0,32976.78999999992
199,474,1.7999999999999998,1.7999999999999998,7.89,6.0,5.959999999999954,20827.0,65813.31999999905
200,475,1.1,1.1,7.89,4.75,4.48999999999997,25000.0,59749.99999999924
201,477,1.2625000000000002,1.2625000000000002,5.99,4.89,4.242499999999979,31087.0,61552.259999999354
202,478,1.12,1.12,3.99,3.69,3.4199999999999937,18400.0,23919.999999999884
203,479,1.12,1.12,5.99,4.99,4.189999999999977,20572.0,42584.03999999953
204,483,1.8388,1.8388,6.24,6.25,5.208799999999971,27883.0,66082.70999999919
205,485,1.12,1.12,4.89,4.09,3.2999999999999963,30000.0,35399.99999999988
206,486,1.8138,1.8138,5.44,6.0,5.433799999999966,15500.0,40609.99999999947
207,487,1.38,1.38,4.39,4.4,4.379999999999979,13906.0,27811.9999999997
208,489,1.8200000000000003,1.8200000000000003,5.24,5.49,3.8599999999999994,25000.0,25999.999999999978
209,490,1.1188000000000002,1.1188000000000002,3.75,3.75,3.418799999999994,23664.0,30763.19999999985
210,491,1.8200000000000003,1.8200000000000003,7.89,4.99,5.119999999999973,18000.0,41399.9999999995
211,495,1.42,1.42,10.85,5.29,4.83999999999997,43500.0,105269.99999999869
212,499,1.125,1.125,7.14,4.39,3.4249999999999936,24724.0,32141.199999999844
213,501,1.8243999999999998,1.8243999999999998,5.95,6.25,5.20439999999997,29500.0,70209.99999999913
214,502,1.1,1.1,4.89,4.75,3.9699999999999815,58000.0,108459.99999999892
215,503,1.8330000000000002,1.8330000000000002,4.39,4.39,3.8529999999999998,30083.0,30684.65999999999
216,504,1.0899999999999999,1.0899999999999999,3.85,3.85,3.4699999999999918,33569.0,46325.219999999725
217,509,1.7800000000000002,1.7800000000000002,7.89,6.25,6.659999999999939,17000.0,65959.99999999895
218,510,1.3399999999999999,1.3399999999999999,4.85,4.89,3.8699999999999886,20000.0,30599.999999999774
219,512,1.12,1.12,7.99,4.99,5.1199999999999575,22000.0,65999.99999999907
220,514,1.42,1.42,5.39,5.75,5.199999999999962,33000.0,91739.99999999875
221,516,1.7569999999999997,1.7569999999999997,4.49,4.49,4.236999999999989,21000.0,31079.99999999978
222,518,1.1100000000000003,1.1100000000000003,8.14,4.39,5.95999999999994,19600.0,75459.9999999988
223,519,1.3068999999999997,1.3068999999999997,5.15,4.49,3.856899999999988,32890.0,50979.49999999962
224,520,1.7400000000000002,1.7400000000000002,10.85,4.49,3.8599999999999977,36000.0,40319.99999999991
225,521,1.8399999999999999,1.8399999999999999,5.39,5.49,3.8599999999999994,30000.0,30599.999999999985
226,526,1.4225000000000003,1.4225000000000003,5.29,4.99,4.4924999999999775,19288.0,39926.15999999956
227,527,1.6959999999999997,1.6959999999999997,6.39,4.49,3.8559999999999963,30000.0,34799.9999999999
228,528,1.44,1.44,5.98,4.99,3.9699999999999886,32600.0,49877.999999999636
229,529,1.1787999999999998,1.1787999999999998,8.14,4.39,3.968799999999983,15000.0,26849.999999999745
230,531,1.3200000000000003,1.3200000000000003,4.29,3.89,3.419999999999998,24000.0,26399.99999999995
231,532,1.2999999999999998,1.2999999999999998,4.4,3.99,3.4199999999999973,20000.0,22399.99999999995
232,533,1.8200000000000003,1.8200000000000003,6.29,5.49,4.589999999999984,16837.0,29801.48999999972
233,534,1.12,1.12,4.25,4.25,3.4399999999999933,66000.0,87119.99999999956
234,537,1.81,1.81,6.29,5.49,3.859999999999999,30000.0,31499.99999999997
235,539,1.3399999999999999,1.3399999999999999,4.85,4.89,3.8599999999999888,29450.0,44763.99999999968
236,544,1.8399999999999999,1.8399999999999999,11.15,5.09,5.959999999999955,11098.0,34625.7599999995
237,546,1.38,1.38,7.89,5.65,7.439999999999913,29433.0,148930.97999999745
238,549,1.81,1.81,4.75,4.75,3.8699999999999988,23254.0,24649.23999999997
239,552,1.3388,1.3388,7.89,5.39,5.118799999999962,16000.0,44479.999999999396
240,554,1.15,1.15,6.09,4.49,3.4399999999999937,31027.0,40024.82999999981
241,555,1.7999999999999998,1.7999999999999998,5.85,6.25,5.19999999999997,43544.0,104505.5999999987
242,557,1.3487999999999998,1.3487999999999998,5.44,5.65,3.468799999999997,30000.0,33599.99999999992
243,559,1.31,1.31,7.89,4.99,3.969999999999986,40000.0,66399.99999999943
244,564,1.3399999999999999,1.3399999999999999,4.55,4.89,4.079999999999984,17289.0,30082.859999999724
245,572,1.12,1.12,5.19,4.99,4.07999999999998,34581.0,67778.7599999993
246,573,1.31,1.31,4.35,4.39,3.8599999999999883,35154.0,54488.69999999959
247,574,1.69,1.69,4.89,4.99,3.8599999999999963,31500.0,36854.99999999988
248,575,1.12,1.12,5.39,4.99,4.189999999999977,21312.0,44115.839999999516
249,576,1.12,1.12,5.79,4.09,3.969999999999982,23269.0,43047.64999999957
250,578,1.8200000000000003,1.8200000000000003,4.89,5.49,4.079999999999995,26271.0,33101.45999999985
251,580,1.1,1.1,5.79,4.29,3.859999999999984,24372.0,42894.71999999961
252,582,1.33,1.33,10.85,5.29,5.959999999999944,13500.0,49004.99999999924
253,587,1.0274999999999999,1.0274999999999999,4.29,3.79,4.007499999999979,16000.0,31679.999999999665
254,590,1.8388,1.8388,5.79,5.65,3.8587999999999996,30000.0,30599.999999999985
255,592,1.1100000000000003,1.1100000000000003,8.14,3.85,3.4199999999999937,23500.0,30784.999999999847
256,596,1.8399999999999999,1.8399999999999999,8.75,5.09,4.239999999999991,29000.0,40599.99999999975
257,600,1.3413,1.3413,4.85,4.89,3.4212999999999982,22500.0,24299.999999999964
258,601,1.1138,1.1138,7.89,4.09,5.963799999999939,18542.0,71386.69999999888
259,605,1.6100000000000003,1.6100000000000003,8.55,4.59,4.07999999999999,20000.0,29399.999999999796
260,607,1.1,1.1,6.94,4.19,3.299999999999996,29999.99,35999.98799999987
261,611,1.7999999999999998,1.7999999999999998,4.89,4.75,4.079999999999994,16710.0,21388.7999999999
262,614,1.8125,1.8125,5.95,6.25,5.20249999999997,46000.0,109939.99999999863
263,615,1.2999999999999998,1.2999999999999998,7.89,5.39,4.589999999999972,20000.0,45799.99999999945
264,617,1.3399999999999999,1.3399999999999999,5.99,5.65,5.19999999999996,42000.0,120119.99999999834
265,623,1.12,1.12,3.99,4.09,3.969999999999982,11999.0,22198.149999999783
266,625,1.0899999999999999,1.0899999999999999,3.99,3.99,3.4399999999999924,32066.0,43289.09999999976
267,626,1.8399999999999999,1.8399999999999999,6.29,5.49,4.189999999999992,26784.0,36158.3999999998
268,629,1.1,1.1,8.39,4.99,4.48999999999997,45000.0,107549.99999999866
269,630,1.7800000000000002,1.7800000000000002,4.85,5.49,3.8599999999999985,30000.0,32399.99999999995
270,631,1.38,1.38,5.64,5.75,5.199999999999961,30317.0,85493.93999999882
271,633,1.2999999999999998,1.2999999999999998,5.19,5.39,3.859999999999988,26000.0,40559.999999999694
272,634,1.12,1.12,5.49,4.09,4.07999999999998,15000.0,29399.999999999694
273,635,1.3399999999999999,1.3399999999999999,5.39,5.65,3.469999999999997,42500.0,48024.99999999988
274,636,1.1100000000000003,1.1100000000000003,4.69,4.25,3.4699999999999926,39278.0,53418.079999999696
275,637,1.8288000000000002,1.8288000000000002,4.89,4.99,3.8687999999999994,20000.0,20799.999999999985
276,638,1.8369,1.8369,6.29,5.49,3.966899999999997,31500.0,35594.99999999991
277,640,1.38,1.38,5.39,5.65,5.199999999999961,37000.0,104339.99999999857
278,641,1.8369,1.8369,6.14,6.25,5.196899999999971,32914.0,77677.03999999905
279,643,1.1100000000000003,1.1100000000000003,3.75,3.75,3.4699999999999926,13497.0,18355.919999999896
280,647,1.7975000000000003,1.7975000000000003,4.48,5.24,3.867499999999999,17500.0,18724.99999999997
281,648,1.8399999999999999,1.8399999999999999,7.99,5.49,3.8599999999999994,32000.0,32639.999999999985
282,650,1.0274999999999999,1.0274999999999999,5.99,4.75,4.667499999999965,25100.0,66263.99999999913
283,653,1.1399999999999997,1.1399999999999997,5.15,4.09,3.4699999999999926,42571.0,56619.4299999997
284,654,1.12,1.12,5.79,4.09,3.4199999999999937,23000.0,29899.999999999854
285,656,1.8049999999999997,1.8049999999999997,4.48,4.99,3.8549999999999986,25000.0,26249.99999999997
286,657,1.38,1.38,5.99,5.65,5.199999999999961,45500.0,128309.99999999822
287,658,1.02,1.02,4.09,4.09,4.0099999999999785,21000.0,41789.99999999955
288,660,1.81,1.81,6.29,4.75,3.8699999999999988,22000.0,23319.99999999997
289,662,1.42,1.42,5.29,4.99,3.8599999999999905,31000.0,44639.99999999971
290,667,1.0575,1.0575,4.69,4.75,4.48749999999997,33013.0,80221.58999999899
291,668,1.4175,1.4175,4.69,4.89,3.8574999999999906,29478.0,42448.31999999973
292,671,1.27,1.27,5.15,4.49,3.419999999999997,20000.0,22999.999999999935
293,673,1.8200000000000003,1.8200000000000003,6.64,6.25,5.199999999999971,35000.0,83299.99999999897
294,677,1.7800000000000002,1.7800000000000002,4.85,5.49,3.8599999999999985,54000.0,58319.99999999991
295,678,1.1105999999999998,1.1105999999999998,4.64,3.99,3.420599999999993,28866.0,37814.4599999998
296,680,1.2999999999999998,1.2999999999999998,4.35,4.49,4.079999999999983,15000.0,26699.999999999753
297,682,1.12,1.12,4.89,4.09,3.4199999999999937,27000.0,35099.999999999825
