,Number,Cost of Funds,Lower Limit,E-car Rate,Competition Rate,Recommended Rate,Loan Amount,Profit
44,72,1.12,1.12,7.99,4.99,6.489999999999928,25672.0,112186.63999999815
45,73,1.815,1.815,7.89,5.75,7.494999999999921,34000.0,159119.99999999732
46,75,1.3181000000000003,1.3181000000000003,7.89,4.39,5.318099999999958,18000.0,53999.99999999923
47,76,1.27,1.27,7.89,5.39,6.53999999999993,21628.0,92351.5599999985
48,78,1.8399999999999999,1.8399999999999999,10.85,4.39,5.3099999999999685,25000.0,61749.999999999214
49,80,1.3399999999999999,1.3399999999999999,6.19,4.39,5.309999999999958,20000.0,59399.999999999156
50,81,1.81,1.81,7.99,6.25,7.739999999999917,18852.0,92940.35999999841
51,83,1.3399999999999999,1.3399999999999999,7.89,4.89,5.309999999999958,30899.0,91770.0299999987
52,84,1.31,1.31,7.89,4.49,5.309999999999958,40000.0,119999.99999999831
53,85,1.12,1.12,7.89,3.99,5.309999999999953,14799.0,47208.80999999931
54,86,1.8388,1.8388,7.99,5.65,6.538799999999942,13000.0,48099.99999999925
55,87,1.31,1.31,7.89,4.99,6.539999999999932,24462.0,103474.25999999832
56,88,1.12,1.12,7.89,4.09,5.309999999999953,29000.0,92509.99999999865
57,89,1.12,1.12,8.39,5.19,7.489999999999907,35550.0,190903.49999999668
58,90,1.8113000000000001,1.8113000000000001,7.89,6.25,7.491299999999922,23000.0,107639.9999999982
59,92,1.1013000000000002,1.1013000000000002,7.89,4.75,6.271299999999933,28000.0,116759.99999999811
60,93,1.8025000000000002,1.8025000000000002,7.89,4.5,5.312499999999968,9897.0,24841.46999999968
61,94,1.8200000000000003,1.8200000000000003,11.15,5.09,6.269999999999948,18000.0,62099.999999999054
62,95,1.1,1.1,8.09,4.29,6.539999999999926,29999.0,133195.5599999978
63,96,1.63,1.63,11.15,5.39,6.539999999999938,35999.99,140759.96089999776
64,97,1.12,1.12,7.89,4.09,5.309999999999953,40000.0,127599.99999999814
65,98,1.3399999999999999,1.3399999999999999,6.19,4.49,5.309999999999958,10000.0,29699.999999999578
66,99,1.81,1.81,7.99,5.49,6.539999999999942,34000.0,126819.99999999802
67,100,1.65,1.65,11.15,5.19,7.4899999999999185,24400.0,118095.99999999799
68,102,1.1,1.1,9.24,4.19,5.3099999999999525,55710.0,178829.0999999974
69,105,1.2738,1.2738,7.89,4.29,5.313799999999956,16000.0,48639.9999999993
70,106,1.83,1.83,7.89,4.5,6.239999999999949,9109.0,31061.68999999953
71,107,1.4500000000000002,1.4500000000000002,10.75,4.49,5.3099999999999605,29999.99,85799.97139999882
72,108,1.1100000000000003,1.1100000000000003,7.99,4.99,7.489999999999907,29900.0,160861.9999999972
73,109,1.3600000000000003,1.3600000000000003,7.89,4.89,6.5399999999999325,30000.0,125399.99999999796
74,110,1.3375,1.3375,6.89,3.99,5.317499999999958,15570.0,46398.59999999935
75,111,1.12,1.12,7.89,4.09,5.95999999999994,23500.0,90239.99999999857
76,112,1.0937999999999999,1.0937999999999999,8.09,3.99,5.313799999999953,17500.0,56349.99999999917
77,114,1.1138,1.1138,7.89,4.09,5.313799999999953,20000.0,63999.99999999907
78,115,1.3388,1.3388,7.89,5.39,5.318799999999958,16000.0,47679.99999999932
79,116,1.12,1.12,7.69,3.69,5.309999999999953,16439.0,52440.40999999923
80,117,1.3399999999999999,1.3399999999999999,6.99,4.89,5.309999999999958,20000.0,59399.999999999156
81,118,1.1463,1.1463,8.39,5.19,6.486299999999929,48000.0,208319.9999999966
82,119,1.3293999999999997,1.3293999999999997,6.19,4.49,5.319399999999957,30000.0,89699.99999999873
83,120,1.4175,1.4175,7.89,4.89,6.537499999999934,34000.0,140079.99999999773
84,121,1.8200000000000003,1.8200000000000003,7.99,6.25,7.489999999999922,25650.0,119785.49999999799
85,122,1.2462999999999997,1.2462999999999997,7.89,4.09,5.316299999999956,28000.0,85959.99999999876
86,123,1.3388,1.3388,7.89,4.49,5.318799999999958,40000.0,119199.99999999831
87,124,1.3200000000000003,1.3200000000000003,7.89,3.89,5.309999999999958,17260.0,51607.39999999927
88,126,1.1100000000000003,1.1100000000000003,7.99,4.99,6.539999999999927,38000.0,168339.99999999724
89,128,1.1150000000000002,1.1150000000000002,7.89,4.49,5.314999999999953,29709.0,95068.7999999986
90,129,1.0913,1.0913,8.09,3.99,5.311299999999953,34982.0,112642.03999999835
91,131,1.12,1.12,7.99,5.19,5.309999999999953,15598.0,49757.619999999275
92,132,1.1543999999999999,1.1543999999999999,8.39,5.19,7.494399999999907,40876.0,218277.8399999962
93,133,1.12,1.12,7.89,3.99,5.309999999999953,19665.0,62731.34999999909
94,134,1.12,1.12,7.89,4.75,6.989999999999918,24028.0,117016.359999998
95,135,1.0937999999999999,1.0937999999999999,8.39,4.79,7.493799999999906,24500.0,132299.9999999977
96,136,1.3613,1.3613,7.89,5.65,7.491299999999912,27675.0,141972.74999999756
97,137,1.17,1.17,7.99,4.25,5.309999999999954,50000.0,156999.99999999773
98,138,1.12,1.12,7.89,4.25,5.309999999999953,36000.0,114839.99999999831
99,142,1.1100000000000003,1.1100000000000003,7.89,4.25,5.309999999999953,20000.0,63999.99999999907
100,144,1.7999999999999998,1.7999999999999998,7.89,5.49,6.989999999999932,17059.0,71477.20999999884
101,145,1.1100000000000003,1.1100000000000003,7.99,4.99,6.539999999999927,70000.0,310099.9999999949
102,146,1.8399999999999999,1.8399999999999999,10.85,4.39,8.5099999999999,17899.0,101487.32999999821
103,149,1.1124999999999998,1.1124999999999998,7.89,3.99,5.312499999999953,45033.0,144105.59999999788
104,150,1.3375,1.3375,7.89,4.49,5.317499999999958,24000.0,71519.999999999
105,151,1.1,1.1,6.89,3.99,5.3099999999999525,33000.0,105929.99999999846
106,152,1.4175,1.4175,7.89,4.89,5.31749999999996,21000.0,60899.999999999156
107,153,1.12,1.12,7.99,4.99,7.489999999999907,30999.99,166469.94629999713
108,155,1.83,1.83,7.89,4.99,5.3099999999999685,23000.0,57039.99999999927
109,156,1.83,1.83,7.89,4.99,6.539999999999942,36000.0,133559.99999999793
110,157,1.2800000000000002,1.2800000000000002,10.55,4.49,6.989999999999921,12999.99,61229.95289999898
111,158,1.3600000000000003,1.3600000000000003,7.89,5.65,7.489999999999912,41000.0,210329.9999999964
112,159,1.38,1.38,10.55,4.49,6.5399999999999325,39500.0,164319.99999999735
113,160,1.1,1.1,7.89,4.75,6.539999999999926,48000.0,213119.99999999648
114,161,1.31,1.31,7.89,4.99,5.309999999999958,11112.0,33335.999999999534
115,162,1.2999999999999998,1.2999999999999998,7.89,4.49,5.309999999999957,13879.0,41775.789999999404
116,164,1.1100000000000003,1.1100000000000003,7.89,4.49,5.309999999999953,16000.0,51199.99999999924
117,165,1.1100000000000003,1.1100000000000003,7.89,4.49,5.309999999999953,40000.0,127999.99999999814
118,167,1.38,1.38,6.99,4.89,5.309999999999959,17323.0,50756.38999999929
119,168,1.1688,1.1688,8.09,4.49,5.318799999999954,30000.0,94499.99999999863
120,169,1.1150000000000002,1.1150000000000002,7.89,4.49,5.95499999999994,11099.0,42620.15999999933
121,171,2.0,2.0,11.15,5.09,6.539999999999946,25000.0,88499.99999999865
122,173,1.7400000000000002,1.7400000000000002,7.89,4.99,5.309999999999967,8000.0,20559.99999999973
123,174,1.1,1.1,9.24,4.19,5.3099999999999525,15000.0,48149.999999999294
124,175,1.12,1.12,7.99,4.99,5.309999999999953,29900.0,95380.9999999986
125,176,1.3399999999999999,1.3399999999999999,7.29,4.49,5.309999999999958,24826.0,73733.21999999895
126,177,1.12,1.12,7.89,3.99,5.309999999999953,20000.0,63799.99999999907
127,179,1.3399999999999999,1.3399999999999999,7.89,4.89,5.309999999999958,27287.0,81042.38999999885
128,180,1.4337999999999997,1.4337999999999997,7.89,5.75,6.5437999999999334,38000.0,156179.99999999747
129,182,1.38,1.38,7.39,4.89,5.309999999999959,21000.0,61529.99999999914
130,183,1.7400000000000002,1.7400000000000002,10.85,4.49,5.309999999999967,16500.0,42404.99999999945
131,184,1.3399999999999999,1.3399999999999999,7.89,5.39,6.539999999999932,25744.0,108124.79999999824
132,186,1.3788,1.3788,7.89,4.5,5.318799999999959,9589.0,28191.659999999603
133,189,1.12,1.12,7.99,5.19,7.489999999999907,19700.0,105788.99999999817
134,191,1.4213,1.4213,7.89,4.99,5.31129999999996,25000.0,72249.99999999901
135,192,1.1124999999999998,1.1124999999999998,7.89,3.99,5.312499999999953,35000.0,111999.99999999837
136,195,1.2738,1.2738,6.19,4.29,5.313799999999956,33000.0,100319.99999999857
137,197,1.1,1.1,6.99,3.99,5.3099999999999525,26000.0,83459.99999999878
138,198,1.12,1.12,7.89,4.49,5.309999999999953,27000.0,86129.99999999873
139,199,1.8200000000000003,1.8200000000000003,7.89,5.49,5.3099999999999685,19283.0,48014.66999999939
140,200,1.3175,1.3175,7.29,4.39,5.317499999999957,18808.0,56423.9999999992
141,201,1.8200000000000003,1.8200000000000003,7.99,5.49,6.539999999999942,19734.0,73410.47999999886
142,202,1.31,1.31,7.89,4.49,5.309999999999958,18000.0,53999.99999999924
143,203,1.1,1.1,9.14,3.85,5.3099999999999525,22207.0,71284.46999999895
144,204,1.7800000000000002,1.7800000000000002,7.89,6.25,6.269999999999947,28000.0,97719.99999999852
145,205,1.3200000000000003,1.3200000000000003,7.89,4.99,6.269999999999937,45000.0,177749.99999999718
146,206,1.12,1.12,7.99,4.99,5.309999999999953,29563.0,94305.96999999862
147,208,1.3487999999999998,1.3487999999999998,7.89,4.89,5.318799999999958,15000.0,44549.99999999937
148,210,1.0913,1.0913,8.09,3.99,6.061299999999937,13000.0,51609.99999999918
149,211,1.3037999999999998,1.3037999999999998,7.89,4.49,5.313799999999957,21060.0,63390.5999999991
150,212,1.1,1.1,8.89,3.99,5.3099999999999525,19999.99,64199.96789999906
151,216,1.1625,1.1625,8.39,5.19,6.492499999999929,21999.0,95255.66999999844
152,218,1.0987999999999998,1.0987999999999998,8.39,4.99,6.5387999999999264,43838.0,194640.7199999968
153,221,1.12,1.12,7.89,4.25,5.309999999999953,21377.0,68192.629999999
154,222,1.4100000000000001,1.4100000000000001,10.85,5.29,8.509999999999891,18999.99,115899.93899999793
155,223,1.12,1.12,7.99,4.25,5.309999999999953,25000.0,79749.99999999884
156,224,1.3375,1.3375,7.89,3.99,5.317499999999958,30000.0,89399.99999999875
157,226,1.1,1.1,8.39,3.85,6.0599999999999365,52000.0,205919.9999999967
158,228,1.1,1.1,7.89,4.75,6.489999999999927,40500.0,177794.99999999706
159,229,1.1688,1.1688,8.09,4.49,5.318799999999954,55965.0,176289.74999999744
160,230,1.3200000000000003,1.3200000000000003,7.89,4.49,5.309999999999958,14161.0,42341.3899999994
161,232,1.8188,1.8188,7.99,5.49,5.3187999999999676,33000.0,82499.99999999892
162,233,1.1100000000000003,1.1100000000000003,7.89,4.49,5.309999999999953,22938.0,73401.59999999893
163,234,1.8399999999999999,1.8399999999999999,10.85,4.39,6.539999999999942,34033.99,125925.76299999803
164,235,1.1100000000000003,1.1100000000000003,7.89,4.49,6.539999999999927,16378.0,72554.5399999988
165,236,1.3049999999999997,1.3049999999999997,7.89,4.49,5.314999999999957,26500.0,79764.99999999886
166,238,1.1,1.1,7.35,3.99,5.3099999999999525,30066.0,96511.85999999859
167,239,1.0575,1.0575,7.89,4.75,7.487499999999906,27949.0,151763.06999999736
168,241,1.1069,1.1069,7.89,3.99,5.316899999999952,24728.0,79376.87999999884
169,242,1.17,1.17,8.29,4.99,6.269999999999934,20000.0,81999.99999999868
170,244,1.1069,1.1069,7.89,3.99,5.316899999999952,32000.0,102719.99999999849
171,245,1.12,1.12,7.89,4.25,6.059999999999937,27149.0,106967.05999999831
172,248,1.12,1.12,7.89,4.49,5.309999999999953,23000.0,73369.99999999892
173,250,1.38,1.38,7.89,4.89,5.309999999999959,25000.0,73249.99999999897
174,251,1.31,1.31,7.39,4.49,5.309999999999958,24000.0,71999.99999999898
175,252,1.1100000000000003,1.1100000000000003,7.89,4.75,6.489999999999928,33500.0,146729.99999999758
176,253,1.1100000000000003,1.1100000000000003,7.89,4.49,6.539999999999927,52000.0,230359.99999999622
177,254,1.3413,1.3413,7.89,5.65,6.541299999999932,20000.0,83999.99999999863
178,255,1.8399999999999999,1.8399999999999999,10.85,4.39,6.539999999999942,20999.99,77699.9629999988
179,256,1.38,1.38,7.89,4.99,5.309999999999959,24772.0,72581.95999999899
180,257,1.1100000000000003,1.1100000000000003,7.89,4.49,5.309999999999953,27000.0,86399.99999999873
181,258,1.12,1.12,7.89,3.99,5.309999999999953,27000.0,86129.99999999873
182,259,1.3293999999999997,1.3293999999999997,7.89,4.49,5.319399999999957,23504.0,70276.959999999
183,260,1.6,1.6,11.15,5.39,6.539999999999937,23000.0,90619.99999999856
184,261,1.8399999999999999,1.8399999999999999,8.99,6.25,6.539999999999942,18000.0,66599.99999999897
185,263,1.7888000000000002,1.7888000000000002,7.89,4.75,5.3187999999999676,22675.0,57367.74999999926
186,264,1.4194,1.4194,7.89,4.89,6.539399999999933,32224.0,132762.87999999785
187,266,1.12,1.12,7.89,4.49,5.309999999999953,20000.0,63799.99999999907
188,267,1.3200000000000003,1.3200000000000003,7.89,4.29,5.309999999999958,41000.0,122589.99999999825
189,268,1.1,1.1,7.89,3.99,5.3099999999999525,25959.0,83328.38999999878
190,270,1.375,1.375,7.89,4.89,5.314999999999959,24629.0,72409.25999999898
191,272,1.3525,1.3525,7.89,5.65,5.312499999999958,21690.0,64202.39999999909
192,273,1.3413,1.3413,7.89,4.89,5.311299999999958,25037.0,74359.88999999897
193,276,1.2999999999999998,1.2999999999999998,7.89,3.99,5.309999999999957,19000.0,57189.999999999185
194,277,1.0925000000000002,1.0925000000000002,7.29,4.09,5.312499999999953,32000.0,103039.99999999849
195,279,1.1193999999999997,1.1193999999999997,7.99,5.19,5.319399999999953,13500.0,43199.99999999937
196,282,1.8399999999999999,1.8399999999999999,10.85,4.39,6.539999999999942,26246.0,97110.19999999848
197,283,1.42,1.42,7.89,4.5,5.30999999999996,35200.0,101727.99999999857
198,284,1.12,1.12,7.89,4.25,5.309999999999953,22000.0,70179.99999999897
199,285,1.8106,1.8106,7.89,5.24,5.310599999999968,26000.0,64999.99999999917
200,286,1.3049999999999997,1.3049999999999997,7.89,4.49,5.314999999999957,25000.0,75249.99999999892
201,287,1.3375,1.3375,7.89,5.39,6.487499999999933,20000.0,82999.99999999866
202,288,1.1174999999999997,1.1174999999999997,7.99,4.25,5.317499999999953,39552.0,126566.39999999813
203,289,1.1,1.1,8.89,3.99,5.3099999999999525,21999.99,70619.96789999897
204,290,1.7800000000000002,1.7800000000000002,7.89,5.49,5.309999999999968,27000.0,68309.99999999911
205,291,1.38,1.38,7.89,4.89,6.5399999999999325,30000.0,124799.99999999799
206,292,1.3178,1.3178,7.39,4.39,5.3177999999999574,24017.0,72050.99999999898
207,293,1.1,1.1,8.39,3.99,5.3099999999999525,58000.0,186179.99999999726
208,295,1.42,1.42,10.85,5.29,7.489999999999913,31499.99,159704.94929999727
209,296,1.12,1.12,7.99,4.99,6.489999999999928,18000.0,78659.9999999987
210,297,1.17,1.17,7.99,4.25,5.309999999999954,29063.0,91257.81999999867
211,299,1.1,1.1,10.49,5.19,6.539999999999926,38999.0,173155.55999999715
212,300,1.1,1.1,8.39,4.99,7.489999999999906,23999.0,129354.60999999775
213,302,1.3600000000000003,1.3600000000000003,7.89,4.89,5.309999999999959,44000.0,129799.99999999817
214,305,1.3175,1.3175,7.89,4.39,5.317499999999957,37000.0,110999.99999999843
215,306,1.8399999999999999,1.8399999999999999,11.15,5.09,7.489999999999922,27000.0,125549.9999999979
216,307,1.38,1.38,7.89,4.4,6.269999999999938,25400.0,98805.99999999843
217,308,1.12,1.12,7.89,3.99,5.309999999999953,25000.0,79749.99999999884
218,310,1.12,1.12,7.99,4.99,6.269999999999933,12517.0,51945.54999999916
219,311,1.12,1.12,7.89,4.49,5.309999999999953,15363.0,49007.96999999928
220,312,1.31,1.31,7.89,4.99,5.309999999999958,30000.0,89999.99999999873
221,313,1.3631000000000002,1.3631000000000002,10.45,4.49,5.313099999999959,25999.99,76699.97049999892
222,314,1.2738,1.2738,7.89,4.89,5.313799999999956,21000.0,63839.99999999908
223,315,1.12,1.12,7.89,4.09,5.309999999999953,30000.0,95699.9999999986
224,316,1.1,1.1,8.89,3.99,5.3099999999999525,20000.0,64199.999999999054
225,317,1.3181000000000003,1.3181000000000003,7.89,4.39,5.318099999999958,11813.0,35438.9999999995
226,318,1.42,1.42,7.89,4.99,6.539999999999933,40000.0,164799.99999999735
227,319,1.2113,1.2113,10.74,5.19,6.541299999999929,40000.0,173199.99999999715
228,321,1.42,1.42,10.85,5.29,7.489999999999913,13500.0,68444.99999999884
229,322,1.42,1.42,7.89,4.99,6.589999999999932,42000.0,175139.99999999715
230,323,1.12,1.12,7.99,4.99,6.489999999999928,29095.0,127145.1499999979
231,325,1.3399999999999999,1.3399999999999999,6.99,4.89,5.309999999999958,15000.0,44549.99999999937
232,326,1.4213,1.4213,7.89,4.99,6.541299999999934,42000.0,173039.9999999972
233,327,1.81,1.81,7.89,6.25,6.539999999999942,20000.0,74599.99999999884
234,328,1.8388,1.8388,7.99,4.79,5.318799999999968,20000.0,49599.999999999374
235,330,1.0899999999999999,1.0899999999999999,8.69,4.65,6.489999999999927,20000.0,87999.99999999854
236,334,1.1,1.1,9.19,4.79,5.3099999999999525,9999.99,32099.96789999953
237,335,1.0975000000000001,1.0975000000000001,8.39,3.99,6.057499999999937,19206.0,76055.75999999879
238,336,1.1,1.1,8.39,4.99,6.269999999999932,26999.99,112589.95829999818
239,339,1.38,1.38,7.89,4.5,5.309999999999959,14383.0,42142.189999999406
240,340,1.858,1.858,10.85,4.39,6.537999999999943,32415.99,119290.84319999815
241,343,1.1,1.1,7.35,3.99,5.959999999999939,19000.0,73339.99999999884
242,344,1.0913,1.0913,8.39,4.79,6.331299999999931,21000.0,89039.99999999854
243,345,1.3813,1.3813,7.89,4.5,5.311299999999958,18300.0,53618.99999999924
244,347,1.3200000000000003,1.3200000000000003,6.19,4.49,6.179999999999939,27600.0,106535.99999999831
245,350,1.3399999999999999,1.3399999999999999,7.89,4.89,5.309999999999958,21261.0,63145.16999999911
246,351,1.8113000000000001,1.8113000000000001,7.89,6.0,7.491299999999922,22900.0,107171.99999999821
247,352,1.3144,1.3144,7.89,4.99,7.494399999999911,35700.0,184925.99999999683
248,354,1.1100000000000003,1.1100000000000003,7.89,3.99,6.059999999999937,23800.0,94009.9999999985
249,355,1.8188,1.8188,7.99,4.75,5.3187999999999676,19281.0,48202.499999999374
250,356,1.1193999999999997,1.1193999999999997,7.99,5.19,6.539399999999927,35000.0,154699.99999999744
251,361,1.0899999999999999,1.0899999999999999,8.39,3.99,5.3099999999999525,14999.99,48299.96779999929
252,362,1.38,1.38,7.89,4.99,5.309999999999959,34859.0,102136.86999999857
253,365,1.2738,1.2738,7.89,4.29,5.313799999999956,32000.0,97279.9999999986
254,366,1.35,1.35,10.85,5.29,6.489999999999933,30999.0,128335.85999999792
255,367,1.33,1.33,10.85,5.29,7.489999999999911,31300.0,161507.99999999724
256,368,1.15,1.15,8.39,5.19,6.489999999999929,31884.0,138376.55999999773
257,369,1.1193999999999997,1.1193999999999997,7.99,5.19,7.489399999999907,21393.0,114880.409999998
258,372,1.3200000000000003,1.3200000000000003,7.89,4.89,5.309999999999958,34000.0,101659.99999999854
259,373,1.8375,1.8375,7.99,5.49,5.317499999999969,21430.0,53146.39999999934
260,376,1.8200000000000003,1.8200000000000003,7.89,5.49,6.539999999999942,40000.0,148799.99999999767
261,377,1.12,1.12,7.89,4.25,5.309999999999953,12999.0,41466.809999999394
262,378,1.1100000000000003,1.1100000000000003,7.99,5.19,7.489999999999907,25550.0,137458.9999999976
263,379,1.31,1.31,7.89,4.99,6.489999999999933,20000.0,83599.99999999865
264,380,1.1,1.1,7.89,3.99,5.3099999999999525,6000.0,19259.999999999716
265,381,1.1013000000000002,1.1013000000000002,7.89,4.75,7.491299999999907,28072.0,151308.07999999737
266,382,1.2738,1.2738,7.89,4.29,6.54379999999993,29000.0,123829.99999999799
267,384,1.3399999999999999,1.3399999999999999,7.89,4.89,5.309999999999958,18542.0,55069.73999999922
268,385,1.8138,1.8138,7.89,5.24,5.3137999999999685,22494.0,56234.99999999929
269,386,1.7975000000000003,1.7975000000000003,7.89,5.24,6.537499999999942,29746.0,111250.03999999826
270,388,1.0899999999999999,1.0899999999999999,8.39,3.85,5.3099999999999525,14699.0,47330.77999999931
271,390,1.315,1.315,6.19,4.39,5.314999999999957,30000.0,89999.9999999987
272,391,1.81,1.81,7.99,6.25,5.3099999999999685,23970.0,59924.99999999924
273,394,1.1,1.1,9.24,4.19,5.3099999999999525,28675.0,92046.74999999865
274,395,1.738,1.738,10.85,4.49,6.53799999999994,27321.0,103819.79999999836
275,397,1.2800000000000002,1.2800000000000002,10.55,4.49,6.539999999999931,17000.0,72419.99999999882
276,399,1.31,1.31,7.89,4.39,5.309999999999958,23500.0,70499.99999999901
277,400,1.12,1.12,7.99,4.99,5.309999999999953,13087.0,41747.52999999939
278,401,1.3163,1.3163,7.89,4.39,5.316299999999957,23000.0,68999.99999999903
279,402,1.2199999999999998,1.2199999999999998,7.89,4.09,5.309999999999955,30000.0,92699.99999999866
280,403,1.1037999999999997,1.1037999999999997,6.89,4.09,5.963799999999939,33000.0,127379.99999999799
281,405,1.42,1.42,7.89,4.4,5.30999999999996,16780.0,48494.19999999932
282,406,1.12,1.12,7.89,4.49,5.309999999999953,60000.0,191399.9999999972
283,407,1.2812999999999999,1.2812999999999999,7.29,4.49,6.54129999999993,16013.0,68215.37999999888
284,408,1.3181000000000003,1.3181000000000003,7.89,4.39,5.318099999999958,22251.0,66752.99999999905
285,410,1.8388,1.8388,7.99,6.25,7.488799999999922,39730.0,184744.49999999691
286,411,1.2462999999999997,1.2462999999999997,7.89,3.79,5.316299999999956,13835.0,42473.449999999386
287,413,1.38,1.38,10.85,5.29,6.489999999999934,30000.0,123299.99999999802
288,414,1.7599999999999998,1.7599999999999998,11.15,5.19,6.5399999999999405,19999.0,75596.21999999881
289,415,1.1193999999999997,1.1193999999999997,7.99,5.19,7.989399999999896,30515.0,179123.04999999685
290,416,1.1799999999999997,1.1799999999999997,6.19,4.09,5.309999999999954,34000.0,106419.99999999846
291,417,1.1688,1.1688,8.09,4.49,5.318799999999954,24303.0,76554.44999999889
292,418,1.12,1.12,7.99,4.99,6.539999999999927,28423.0,125629.65999999794
293,419,1.2838000000000003,1.2838000000000003,7.89,4.49,6.543799999999931,42000.0,178919.9999999971
294,420,1.1688,1.1688,8.09,4.49,5.318799999999954,35000.0,110249.9999999984
295,422,1.12,1.12,7.99,4.99,6.539999999999927,17000.0,75139.99999999876
296,423,1.31,1.31,7.69,4.49,5.309999999999958,35770.0,107309.99999999849
297,424,1.1105999999999998,1.1105999999999998,6.19,3.99,5.310599999999953,42000.0,134399.99999999802
298,425,1.1,1.1,7.89,3.99,6.0599999999999365,17977.0,71188.91999999886
299,429,1.33,1.33,10.55,4.49,5.309999999999958,15500.0,46189.999999999345
300,431,1.3013,1.3013,7.89,4.49,5.311299999999957,14683.0,44195.82999999937
301,433,1.3788,1.3788,7.89,5.65,6.488799999999934,18407.0,75652.76999999878
302,434,1.7999999999999998,1.7999999999999998,7.89,5.24,5.309999999999968,25000.0,62749.9999999992
303,435,1.12,1.12,7.89,4.49,5.309999999999953,30000.0,95699.9999999986
304,436,1.0438,1.0438,7.39,4.09,5.313799999999952,32000.0,104639.99999999846
